elexonBmUnit,nationalGridBmUnit,bmUnitName,fuelType,bmUnitType,leadPartyName,generationCapacity,demandCapacity,gspGroupId,gspGroupName,interconnectorId
V__PHABI011,AG-HAB02P,Braco,,V,Habitat Energy Limited,0.000,0.000,_P,North Scotland,
V__PHABI015,AG-HAB03P,Orchardbank,,V,Habitat Energy Limited,0.000,0.000,_P,North Scotland,
2__HLOND001,AG-HEDF01,EDFE Aggregate S E 01,,S,EDF Energy Customers Limited,29.782,-36.830,_H,Southern,
2__HLOND002,AG-HEDF02,EDFE Aggregate S Eng 02,,S,EDF Energy Customers Limited,52.000,-52.000,_H,Southern,
2__HLOND003,AG-HEDF03,EDF Aggregate South England 3,,S,EDF Energy Customers Limited,8.000,0.000,_H,Southern,
V__GHABI001,AG-HEL00G,Red Scar,,V,Habitat Energy Limited,0.000,0.000,_G,North Western,
V__HHABI001,AG-HEL01H,Roundponds,,V,Habitat Energy Limited,0.000,0.000,_H,Southern,
V__GHABI002,AG-HEL0AG,Gipsy Lane,,V,Habitat Energy Limited,0.000,0.000,_G,North Western,
V__AHABI003,AG-HEL0BA,Wickham,,V,Habitat Energy Limited,0.000,0.000,_A,Eastern GSP Group,
V__PHABI004,AG-HEL0CP,Fordtown,OTHER,V,Habitat Energy Limited,0.000,0.000,_P,North Scotland,
V__NHABI005,AG-HEL0DN,Camilla,OTHER,V,Habitat Energy Limited,0.000,0.000,_N,South Scotland,
V__PHABI006,AG-HEL0EP,Glendevon,OTHER,V,Habitat Energy Limited,0.000,0.000,_P,North Scotland,
2__HFLEX001,AG-HFLX01,2__HFLEX001,,S,Flexitricity Limited,49.000,0.000,_H,Southern,
2__HFLEX002,AG-HFLX02,2__HFLEX002,,S,Flexitricity Limited,49.000,0.000,_H,Southern,
2__HANGE001,AG-HLIM01,2__HANGE001,,S,Limejump Energy Limited,50.000,-20.791,_H,Southern,
2__HANGE002,AG-HLIM02,2__HANGE002,,S,Limejump Energy Limited,50.000,-41.187,_H,Southern,
2__HANGE003,AG-HLIM03,2__HANGE003,,S,Limejump Energy Limited,49.813,-52.284,_H,Southern,
2__HANGE004,AG-HLIM04,2__HANGE004,,S,Limejump Energy Limited,49.335,-51.835,_H,Southern,
2__HANGE005,AG-HLIM05,2__HANGE005,,S,Limejump Energy Limited,101.899,-106.454,_H,Southern,
2__HMRCY001,AG-HOCT01,AG-HOCT01,,S,Octopus Energy Limited,0.000,-5.000,_H,Southern,
2__HSMAE001,AG-HSMA01,2__HSMAE001,,S,Smartestenergy Limited,15.748,0.000,_H,Southern,
2__HSTAT001,AG-HSTK01,STAT_H2,,S,Statkraft Markets Gmbh,100.000,-100.000,_H,Southern,
2__HSTAT002,AG-HSTK02,STAT_H3,,S,Statkraft Markets Gmbh,52.237,-50.000,_H,Southern,
2__HSTAT003,AG-HSTK03,STAT_H4,,S,Statkraft Markets Gmbh,20.000,-2.000,_H,Southern,
2__HSTAT004,AG-HSTK04,STAT_H5,,S,Statkraft Markets Gmbh,20.000,-20.793,_H,Southern,
2__HSTAT005,AG-HSTK05,STAT_H6,,S,Statkraft Markets Gmbh,16.000,0.000,_H,Southern,
2__HSTAT006,AG-HSTK06,STAT_H7,,S,Statkraft Markets Gmbh,16.000,0.000,_H,Southern,
2__HSTAT007,AG-HSTK07,STAT_H8,,S,Statkraft Markets Gmbh,40.000,-40.000,_H,Southern,
2__HSTAT008,AG-HSTK08,STAT_H9,,S,Statkraft Markets Gmbh,20.000,-20.000,_H,Southern,
2__HSTAT009,AG-HSTK09,STAT_H10,,S,Statkraft Markets Gmbh,14.000,0.000,_H,Southern,
2__HSTAT099,AG-HSTK99,STAT_H99,,S,Statkraft Markets Gmbh,2.000,-2.000,_H,Southern,
2__HUKPR001,AG-HUKP01,2__HUKPR001,,S,UK Power Reserve Limited,20.000,-1.000,_H,Southern,
2__JLOND001,AG-JEDF01,EDFE Aggregate S E Eng 01,,S,EDF Energy Customers Limited,0.000,0.000,_J,South Eastern,
2__JLOND002,AG-JEDF02,EDFE Aggregate S E Eng 02,,S,EDF Energy Customers Limited,12.000,-2.000,_J,South Eastern,
2__JLOND003,AG-JEDF03,EDFE Aggregate S E Eng 03,,S,EDF Energy Customers Limited,12.000,-2.000,_J,South Eastern,
2__JLOND004,AG-JEDF04,EDFE Aggregate S E 04,,S,EDF Energy Customers Limited,0.000,0.000,_J,South Eastern,
2__JANGE001,AG-JLIM01,2__JANGE001,,S,Limejump Energy Limited,50.000,0.000,_J,South Eastern,
2__JMRCY001,AG-JOCT01,AG-JOCT01,,S,Octopus Energy Limited,0.000,-5.000,_J,South Eastern,
2__JSTAT001,AG-JSTK01,STAT_J2,,S,Statkraft Markets Gmbh,22.000,-2.000,_J,South Eastern,
2__JSTAT002,AG-JSTK02,STAT_J3,,S,Statkraft Markets Gmbh,6.305,-8.000,_J,South Eastern,
2__JSTAT003,AG-JSTK03,STAT_J4,,S,Statkraft Markets Gmbh,22.000,0.000,_J,South Eastern,
2__JSTAT099,AG-JSTK99,STAT_J99,,S,Statkraft Markets Gmbh,4.000,-2.000,_J,South Eastern,
2__JUKPR001,AG-JUKP01,UKPR S East,,S,UK Power Reserve Limited,50.000,-50.000,_J,South Eastern,
2__KFLEX001,AG-KFLX01,2__KFLEX001,,S,Flexitricity Limited,49.000,0.000,_K,South Wales,
2__KFLEX002,AG-KFLX02,2__KFLEX002,,S,Flexitricity Limited,49.000,0.000,_K,South Wales,
2__KANGE001,AG-KLIM01,2__KANGE001,,S,Limejump Energy Limited,50.000,0.000,_K,South Wales,
2__KMRCY001,AG-KOCT01,AG-KOCT01,,S,Octopus Energy Limited,0.000,-5.000,_K,South Wales,
2__KSTAT001,AG-KSTK01,STAT_K2,,S,Statkraft Markets Gmbh,8.000,0.000,_K,South Wales,
2__KSTAT002,AG-KSTK02,STAT_K3,,S,Statkraft Markets Gmbh,14.000,0.000,_K,South Wales,
2__KSTAT003,AG-KSTK03,STAT_K4,,S,Statkraft Markets Gmbh,16.000,0.000,_K,South Wales,
2__KSTAT004,AG-KSTK04,STAT_K5,,S,Statkraft Markets Gmbh,16.000,0.000,_K,South Wales,
2__KSTAT005,AG-KSTK05,STAT_K6,,S,Statkraft Markets Gmbh,16.000,-2.000,_K,South Wales,
2__KSTAT006,AG-KSTK06,STAT_K7,,S,Statkraft Markets Gmbh,21.032,-20.756,_K,South Wales,
2__KSTAT007,AG-KSTK07,STAT_K8,,S,Statkraft Markets Gmbh,20.000,-2.000,_K,South Wales,
2__KSTAT099,AG-KSTK99,STAT_K99,,S,Statkraft Markets Gmbh,4.000,-4.000,_K,South Wales,
2__KUKPR001,AG-KUKP01,UKPR S Wales,,S,UK Power Reserve Limited,20.000,-1.000,_K,South Wales,
2__LLOND001,AG-LEDF01,EDFE Aggregate SW Eng 1,,S,EDF Energy Customers Limited,0.000,0.000,_L,South Western,
V__LEDGE001,AG-LEDG01,V__LEDGE001,,V,Edgware Energy Limited,0.000,0.000,_L,South Western,
V__LEDGE002,AG-LEDG02,V__LEDGE002,,V,Edgware Energy Limited,0.000,0.000,_L,South Western,
2__LFLEX001,AG-LFLX01,2__LFLEX001,,S,Flexitricity Limited,49.000,0.000,_L,South Western,
2__LANGE001,AG-LLIM01,2__LANGE001,,S,Limejump Energy Limited,65.000,-29.282,_L,South Western,
2__LANGE002,AG-LLIM02,2__LANGE002,,S,Limejump Energy Limited,50.000,-27.289,_L,South Western,
2__LANGE003,AG-LLIM03,2__LANGE003,,S,Limejump Energy Limited,0.000,0.000,_L,South Western,
V__BLEVE001,AG-LLT00B,V__BLEVE001,,V,Levelise Limited,0.000,0.000,_B,East Midlands,
V__HLEVE001,AG-LLT01H,V__HLEVE001,,V,Levelise Limited,0.000,0.000,_H,Southern,
V__LLEVE001,AG-LLT02L,V__LLEVE001,,V,Levelise Limited,0.000,0.000,_L,South Western,
2__LMRCY001,AG-LOCT01,AG-LOCT01,,S,Octopus Energy Limited,0.000,-5.000,_L,South Western,
2__LSTAT001,AG-LSTK01,2_LSTAT001,,S,Statkraft Markets Gmbh,20.000,-2.000,_L,South Western,
2__LSTAT002,AG-LSTK02,STAT_L3,,S,Statkraft Markets Gmbh,20.858,-2.000,_L,South Western,
2__LSTAT003,AG-LSTK03,STAT_L4,,S,Statkraft Markets Gmbh,20.000,-2.000,_L,South Western,
2__LSTAT004,AG-LSTK04,STAT_L5,,S,Statkraft Markets Gmbh,20.000,-2.000,_L,South Western,
C__LSTAT020,AG-LSTK05,C__LSTAT020-AR4-LSF-700,,S,Statkraft Markets Gmbh,62.000,0.000,_L,South Western,
2__LSTAT099,AG-LSTK99,STAT_L99,,S,Statkraft Markets Gmbh,6.000,-4.000,_L,South Western,
2__LUKPR001,AG-LUKP01,UKPR S West,,S,UK Power Reserve Limited,10.200,-1.000,_L,South Western,
2__MCMRO002,AG-MCAM01,2__MCMRO002,,S,BGI Trading Limited,36.844,-37.093,_M,Yorkshire,
2__MCNDL002,AG-MCET01,Brigg DG-2,,S,NEAS Energy Ltd.,48.528,0.000,_M,Yorkshire,
2__MECOT003,AG-MECO01,2__MECOT003,,S,ECOTRICITY LIMITED,0.000,0.000,_M,Yorkshire Electricity,
2__MFLEX001,AG-MFLX01,2__MFLEX001,,S,Flexitricity Limited,49.000,0.000,_M,Yorkshire,
2__MFLEX002,AG-MFLX02,2__MFLEX002,,S,Flexitricity Limited,49.000,0.000,_M,Yorkshire,
2__MFLEX003,AG-MFLX03,2__MFLEX003,,S,Flexitricity Limited,49.000,0.000,_M,Yorkshire,
2__MFLEX004,AG-MFLX04,2__MFLEX004,,S,Flexitricity Limited,49.000,0.000,_M,Yorkshire,
2__MANGE001,AG-MLIM01,2__MANGE001,,S,Limejump Energy Limited,50.000,0.000,_M,Yorkshire,
2__MANGE002,AG-MLIM02,2__MANGE002,,S,Limejump Energy Limited,50.000,0.000,_M,Yorkshire,
2__MANGE003,AG-MLIM03,2__MANGE003,,S,Limejump Energy Limited,0.000,0.000,_M,Yorkshire,
2__MMRCY001,AG-MOCT01,AG-MOCT01,,S,Octopus Energy Limited,0.000,-5.000,_M,Yorkshire,
2__MSMAE001,AG-MSMA01,2__MSMAE001,,S,Smartestenergy Limited,21.158,0.000,_M,Yorkshire,
2__MSMAE002,AG-MSMA02,2__MSMAE002,,S,Smartestenergy Limited,15.720,0.000,_M,Yorkshire,
2__MSTAT001,AG-MSTK01,STAT_M2,,S,Statkraft Markets Gmbh,50.000,-50.000,_M,Yorkshire,
2__MSTAT002,AG-MSTK02,STAT_M3,,S,Statkraft Markets Gmbh,50.000,-2.000,_M,Yorkshire,
2__MSTAT003,AG-MSTK03,STAT_M4,,S,Statkraft Markets Gmbh,16.000,0.000,_M,Yorkshire,
2__MSTAT004,AG-MSTK04,STAT_M5,,S,Statkraft Markets Gmbh,6.000,0.000,_M,Yorkshire,
2__MSTAT005,AG-MSTK05,STAT_M6,,S,Statkraft Markets Gmbh,8.000,-8.000,_M,Yorkshire,
2__MSTAT006,AG-MSTK06,STAT_M7,,S,Statkraft Markets Gmbh,16.000,0.000,_M,Yorkshire,
2__MUKPR001,AG-MUKP01,UKPR York,,S,UK Power Reserve Limited,0.000,0.000,_M,Yorkshire,
2__NLOND001,AG-NEDF01,EDFE Aggregate S Scotland 01,,S,EDF Energy Customers Limited,30.000,-2.000,_N,South Scotland,
2__NLOND002,AG-NEDF02,EDFE Aggregate S Scot 2,,S,EDF Energy Customers Limited,20.000,-2.000,_N,South Scotland,
2__NLOND003,AG-NEDF03,EDFE Aggregate S Scot 3,,S,EDF Energy Customers Limited,20.000,-2.000,_N,South Scotland,
2__NFLEX001,AG-NFLX01,2__NFLEX001,OTHER,S,Flexitricity Limited,49.000,0.000,_N,South Scotland,
2__NFLEX002,AG-NFLX02,2__NFLEX002,,S,Flexitricity Limited,49.000,0.000,_N,South Scotland,
2__NFLEX003,AG-NFLX03,2__NFLEX003,,S,Flexitricity Limited,49.000,0.000,_N,South Scotland,
2__NFLEX004,AG-NFLX04,2__NFLEX004,,S,Flexitricity Limited,49.000,0.000,_N,South Scotland,
2__NFLEX005,AG-NFLX05,2__NFLEX005,,S,Flexitricity Limited,49.000,0.000,_N,South Scotland,
2__NFLEX006,AG-NFLX06,2__NFLEX006,,S,Flexitricity Limited,49.000,0.000,_N,South Scotland,
2__NFLEX007,AG-NFLX07,2__NFLEX007,,S,Flexitricity Limited,49.000,0.000,_N,South Scotland,
2__NFLEX008,AG-NFLX08,2__NFLEX008,,S,Flexitricity Limited,49.000,0.000,_N,South Scotland,
2__NFLEX009,AG-NFLX09,2__NFLEX009,OTHER,S,Flexitricity Limited,49.000,0.000,_N,South Scotland,
2__NHPOW001,AG-NHAV01,2__NHPOW001,,S,Drax Energy Solutions Limited,25.000,0.000,_N,South Scotland,
2__NHPOW002,AG-NHAV02,2__NHPOW002,,S,Drax Energy Solutions Limited,108.000,0.000,_N,South Scotland,
2__NHPOW003,AG-NHAV03,2__NHPOW003,,S,Drax Energy Solutions Limited,53.168,0.000,_N,South Scotland,
2__NANGE001,AG-NLIM01,2_NANGE001,,S,Limejump Energy Limited,50.000,0.000,_N,SOUTH of SCOTLAND GSP,
2__NANGE002,AG-NLIM02,2__NANGE002,,S,Limejump Energy Limited,57.026,-17.020,_N,SOUTH of SCOTLAND GSP,
2__NANGE003,AG-NLIM03,2__NANGE003,,S,Limejump Energy Limited,0.000,0.000,_N,SOUTH of SCOTLAND GSP,
2__NANGE004,AG-NLIM04,2__NANGE004,,S,Limejump Energy Limited,0.000,0.000,_N,South Scotland,
2__NANGE005,AG-NLIM05,2__NANGE005,,S,Limejump Energy Limited,0.000,0.000,_N,South Scotland,
2__NMRCY001,AG-NOCT01,AG-NOCT01,,S,Octopus Energy Limited,0.000,-5.000,_N,South Scotland,
2__NSMAR002,AG-NSMA01,2__NSMAR002,,S,Smartestenergy Limited,50.000,-50.000,_N,SOUTH of SCOTLAND GSP,
2__NIMPO001,AG-NSSE01,2__NIMPO001,,S,SSE Energy Supply Limited,0.000,0.000,_N,South Scotland,
2__NSTAT001,AG-NSTK01,STAT_N2,,S,Statkraft Markets Gmbh,20.000,-2.000,_N,South Scotland,
2__NSTAT002,AG-NSTK02,STAT_N3,,S,Statkraft Markets Gmbh,20.000,0.000,_N,South Scotland,
2__NSTAT003,AG-NSTK03,STAT_N4,,S,Statkraft Markets Gmbh,20.732,0.000,_N,South Scotland,
2__NSTAT004,AG-NSTK04,STAT_N5,,S,Statkraft Markets Gmbh,12.000,0.000,_N,South Scotland,
2__NSTAT099,AG-NSTK99,STAT_N99,,S,Statkraft Markets Gmbh,2.000,-2.000,_N,South Scotland,
V__AOPTI001,AG-OPT01A,V__AOPTI001,,V,Optimo Energy Limited,0.000,0.000,_A,Eastern,
V__BOPTI001,AG-OPT01B,V__BOPTI001,,V,Optimo Energy Limited,0.000,0.000,_B,East Midlands,
V__COPTI001,AG-OPT01C,V__COPTI001,,V,Optimo Energy Limited,0.000,0.000,_C,London,
V__NOPTI001,AG-OPT01N,V__NOPTI001,,V,Optimo Energy Limited,0.536,0.000,_N,South Scotland,
V__POPTI001,AG-OPT01P,V__POPTI001,,V,Optimo Energy Limited,0.000,0.000,_P,North Scotland,
2__PLOND001,AG-PEDF01,EDFE Aggregate N Scot 1,OTHER,S,EDF Energy Customers Limited,50.000,-46.000,_P,North Scotland,
2__PLOND002,AG-PEDF02,EDF Aggregate Midlands 2,,S,EDF Energy Customers Limited,0.000,0.000,_P,North Scotland,
,AG-PEPG01,,OTHER,,,,,,,
2__PFLEX001,AG-PFLX01,2__PFLEX001,OTHER,S,Flexitricity Limited,49.000,0.000,_P,North Scotland,
2__PFLEX002,AG-PFLX02,2__PFLEX002,OTHER,S,Flexitricity Limited,49.000,0.000,_P,North Scotland,
2__PMRCY001,AG-POCT01,AG-POCT01,,S,Octopus Energy Limited,0.000,-5.000,_P,North Scotland,
V__BJOUL001,AG-POW01B,V__BJOUL001,,V,Joulen,1.500,-1.500,_B,East Midlands,
2__PSMAR001,AG-PSMA01,2__PSMAR001,WIND,S,Smartestenergy Limited,50.000,-50.000,_P,NORTH of SCOTLAND GSP,
2__PSTAT003,AG-PSTK01,STAT_P4,,S,Statkraft Markets Gmbh,6.000,-6.000,_P,North Scotland,
2__LECOT003,AG-REC05L,ECOT_VPP_22,,S,ECOTRICITY LIMITED,10.000,-10.000,_L,South Western,
2__BECOT003,AG-REC06B,ECOT_VPP_11,,S,ECOTRICITY LIMITED,16.000,0.000,_B,East Midlands,
V__HWELS001,AG-WSP00H,Welsh Power Southern 1,,V,Welsh Power Group Limited,0.000,0.000,_H,Southern,
V__KWELS001,AG-WSP01K,Welsh Power South Wales 1,,V,Welsh Power Group Limited,0.000,0.000,_K,South Wales,
V__KWELS002,AG-WSP02K,Welsh Power South Wales 2,,V,Welsh Power Group Limited,0.000,0.000,_K,South Wales,
V__HWELS002,AG-WSP03H,Welsh Power Southern 2,,V,Welsh Power Group Limited,0.000,0.000,_H,Southern,
V__GWELS001,AG-WSP04G,Welsh Power North West 1,,V,Welsh Power Group Limited,0.000,0.000,_G,North Western,
V__DWELS001,AG-WSP05D,MANWEB 1,,V,Welsh Power Group Limited,0.000,0.000,_D,Merseyside and North Wales,
V__DWELS002,AG-WSP06D,MANWEB 2,,V,Welsh Power Group Limited,0.000,0.000,_D,Merseyside and North Wales,
V__JZENO001,AG-ZEN03J,V__JZENO001,OTHER,V,BESS Holdco 2 Limited,0.000,0.000,_J,South Eastern,
V__HBRIN003,AG-ZEN06L,V__HBRIN003,,V,BESS Holdco 2 Limited,0.000,0.000,_H,Southern,
V__HZENO004,AG-ZEN7H,V__HZENO004,,V,BESS Holdco 2 Limited,0.000,0.000,_H,Southern,
2__APOWQ002,AHAR02,2__APOWQ002,,S,Hartree Partners Supply UK,0.000,0.000,_A,Eastern,
E_AIRSW-1,AIRSW-1,Airies,WIND,E,ENGIE Power Limited,38.000,0.000,_N,South Scotland,
2__AJERE000,AJERE000,2__AJERE000,,G,Shell Energy UK Limited,0.000,0.000,_A,Eastern GSP Group,
T_AKGLD-2,AKGLD-2,AIKENGALL II,,T,Aikengall 2 CWCL,0.000,-0.500,,,
,AKGLW-1,,WIND,,,,,,,
T_AKGLW-2,AKGLW-2,AIKENGALL II,WIND,T,Aikengall 2 CWCL,63.840,-1.000,,,
T_AKGLW-3,AKGLW-3,AIKENGALL2A-W,WIND,T,AIK2A Sustainable Energy Ltd,163.400,-1.000,,,
E_ALCOA-1,ALCOA-1,Alcoa,,E,Conrad Energy (Trading) Ltd,40.500,-1.100,_K,South Wales,
T_ANGLD-1,ANGLD-1,Anglesey Aluminium Demand,,T,SSE Energy Supply Limited,0.000,0.000,,,
T_ANSUW-1,ANSUW-1,An Suidhe 1,WIND,T,Statkraft Markets Gmbh,19.360,-20.000,,,
E_ARBRB-1,ARBRB-1,Arbroath Battery Storage,OTHER,E,Octopus Energy Trading Limited,34.511,-35.964,_P,North Scotland,
T_ARCHW-1,ARCHW-1,Arecleoch,WIND,T,SP Renewables (UK) Limited,114.000,-3.000,,,
E_ARNKB-1,ARNKB-1,AR0006-BLOX,,E,Octopus Energy Trading Limited,41.660,-41.620,_E,Midlands,
E_ARNKB-2,ARNKB-2,Hutton Battery Storage,,E,Flexitricity Limited,49.000,0.000,_A,Eastern,
E_ASHWW-1,ASHWW-1,Andershaw Wind Farm,WIND,E,Statkraft Markets Gmbh,35.000,-1.000,_N,South Scotland,
E_ASLVW-1,ASLVW-1,Assel Valley Wind Farm,WIND,E,Npower Commercial Gas Limited,26.000,-6.000,_N,South Scotland,
E_BABAW-1,BABAW-1,Baillie Wind Farm,WIND,E,Statkraft Markets Gmbh,52.500,-1.000,_P,North Scotland,
T_BAGE-1,BAGE-1,BAGE-1,CCGT,T,Baglan Operations Ltd,500.000,-12.000,,,
T_BAGE-2,BAGE-2,BAGE-2,CCGT,T,Baglan Operations Ltd,32.000,-8.000,,,
T_BAGED-1,BAGED-1,Baglan Energy Park,,T,Baglan Operations Ltd,0.000,-10.000,,,
T_BAGTD-1,BAGTD-1,T_BAGTD-1,,T,EDF Energy Customers Limited,0.000,-4.000,,,
E_BARNB-1,BARNB-1,Hunningley Stairfoot BESS,,E,EDF Energy Customers Limited,44.000,-44.000,_M,Yorkshire,
2__BBPGM001,BBPG01,2__BBPGM001,,S,BP Gas Marketing Limited,10.190,-8.480,_B,East Midlands,
T_BDCHW-1,BDCHW-1,Bad a Cheo Wind Farm,WIND,T,RWE Generation UK plc,270.000,-1.000,,,
T_BEASC-1,BEASC-1,Black Hillock Sync Comp,,T,TINZ PROGRAMME 1 PROJECTCO 3,0.000,-4.000,,,
T_BEATO-1,BEATO-1,Beatrice Offshore WF 1,WIND,T,Beatrice Offshore Windfarm Ltd,184.000,-4.000,,,
T_BEATO-2,BEATO-2,Beatrice Offshore WF 2,WIND,T,Beatrice Offshore Windfarm Ltd,166.000,-3.800,,,
T_BEATO-3,BEATO-3,Beatrice Offshore WF 3,WIND,T,Beatrice Offshore Windfarm Ltd,166.000,-3.458,,,
T_BEATO-4,BEATO-4,Beatrice Offshore WF 4,WIND,T,Beatrice Offshore Windfarm Ltd,165.526,-4.800,,,
T_BEINW-1,BEINW-1,Beinneun Wind farm,WIND,T,Beinneun Wind Farm Ltd,108.800,-0.800,,,
T_BENBW-1,BENBW-1,Benbrack WF,WIND,T,Benbrack Wind Farm Limited,67.000,-2.460,,,
,BENBW-2,,WIND,,,,,,,
,BENBW-3,,WIND,,,,,,,
E_BERKB-1,BERKB-1,Berkeley BESS,,E,EDF Energy Customers Limited,52.000,-52.000,_E,Midlands,
E_BERKB-2,BERKB-2,Berkeley BESS,,E,EDF Energy Customers Limited,52.000,-52.000,_E,Midlands,
E_BETHW-1,BETHW-1,BETHW-1,WIND,E,SP Renewables (UK) Limited,29.750,-5.700,_P,North Scotland,
2__BFSEN005,BFSE01,2__BFSENOK5,,S,F & S Energy Ltd,52.529,-54.564,_B,East Midlands,
2__BCMRO002,BFSE03,2__BCMRO002,,S,BGI Trading Limited,0.000,0.000,_B,East Midlands,
,BGLAW-1,,WIND,,,,,,,
T_BHLAW-1,BHLAW-1,Bhlaraidh Windfarm 1,WIND,T,SSE Generation Ltd,108.000,-2.000,,,
E_BHOLB-1,BHOLB-1,Holes Bay Battery,,E,Tesla Motors Limited,7.120,-7.426,_H,Southern,
2__BJERE000,BJERE000,2__BJERE000,,G,Shell Energy UK Limited,0.000,0.000,_B,East Midlands,
E_BLARW-1,BLARW-1,E_BLARW-1,WIND,E,Erova Energy Limited,35.000,0.000,_P,North Scotland,
T_BLHLB-1,BLHLB-1,T_BLHLB-1,OTHER,T,ZENOBE BLACKHILLOCK LIMITED,50.000,-51.040,,,
T_BLHLB-2,BLHLB-2,T_BLHLB-2,OTHER,T,ZENOBE BLACKHILLOCK LIMITED,50.420,-51.040,,,
T_BLHLB-3,BLHLB-3,T_BLHLB-3,OTHER,T,ZENOBE BLACKHILLOCK LIMITED,54.000,-54.000,,,
T_BLHLB-4,BLHLB-4,T_BLHLB-4,OTHER,T,ZENOBE BLACKHILLOCK LIMITED,54.420,-54.820,,,
T_BLHLD-1,BLHLD-1,T_BLHLD-1,,T,ZENOBE BLACKHILLOCK LIMITED,0.423,-1.500,,,
T_BLHLD-2,BLHLD-2,T_BLHLD-2,,T,ZENOBE BLACKHILLOCK LIMITED,0.363,-1.500,,,
T_BLHLD-3,BLHLD-3,T_BLHLD-3,,T,ZENOBE BLACKHILLOCK LIMITED,0.367,-1.500,,,
E_BLKPB-1,BLKPB-1,Blackpool,,E,Conrad Energy (Trading) Ltd,25.300,-25.604,_G,North Western,
T_BLKWW-1,BLKWW-1,Blackcraig Windfarm,WIND,T,Blackcraig Wind Farm Limited,56.216,-0.800,,,
T_BLLA-1,BLLA-1,T_BLLA-1,WIND,T,SP Renewables (UK) Limited,118.000,-3.000,,,
T_BLLA-2,BLLA-2,Black Law Windfarm Extension,WIND,T,SP Renewables (UK) Limited,69.000,-2.500,,,
T_BLPFB-1,BLPFB-1,Bulphan Fen Warley Green BESS,,T,EDF Energy Customers Limited,56.606,-52.000,,,
T_BLPFS-1,BLPFS-1,Bulphan Fen Warley Green Solar,,T,EDF Energy Customers Limited,43.677,0.000,,,
T_BLWNB-1,BLWNB-1,Thornton Battery,OTHER,T,Statkraft Markets Gmbh,200.000,-200.000,,,
,BNAKW-1,,WIND,,,,,,,
V__GFORS002,BNCRG-1,V__GFORS002,,V,Forsa Trading Limited,20.000,0.000,_G,North Western,
E_BNWKW-1,BNWKW-1,Burn of Whilk Windfarm,WIND,E,Eneco Energy Trade,22.500,-0.100,_P,North Scotland,
,BOULW-1,,WIND,,,,,,,
T_BOWLW-1,BOWLW-1,Barrow Offshore Wind,WIND,T,Barrow Offshore Wind Limited,90.000,-2.000,,,
,BOYNW-1,,WIND,,,,,,,
T_BPGRD-1,BPGRD-1,T_BPGRD-1,,T,Grangemouth CHP Ltd,0.000,-120.000,,,
T_BPGRD-2,BPGRD-2,T_BPGRD-2,,T,Smartestenergy Limited,0.000,-82.882,,,
T_BRBEO-1,BRBEO-1,BURBO_EXTENSION,WIND,T,Burbo Extension Limited,257.700,-5.000,,,
T_BRCHS-1,BRCHS-1,T_BRCHS-1,OTHER,T,Burwell 11 Solar Ltd,50.000,-1.612,,,
E_BRDUW-1,BRDUW-1,Braes of Doune,WIND,E,Erova Energy Limited,74.000,-1.000,_P,North Scotland,
T_BREDB-1,BREDB-1,BREDBURY BESS,,T,Pivoted Power LLP,49.900,-57.000,,,
E_BRETB-1,BRETB-1,Brentwood BESS,,E,EDF Energy Customers Limited,52.000,-52.000,_A,Eastern,
E_BRETB-2,BRETB-2,Brentwood BESS,,E,EDF Energy Customers Limited,52.000,-52.000,_A,Eastern,
2__MCNDL001,BRGDG-1,Brigg DG,,S,NEAS Energy Ltd.,51.433,0.000,_M,Yorkshire,
E_BRGG-1,BRGG-1,Glanford Brigg,CCGT,E,CBS ENERGY STORAGE ASSETS LTD,50.000,-5.000,_M,Yorkshire,
E_BRIDGWTR,BRIDU-1,Bridgwater Power Station,,E,UK Power Reserve Limited,10.180,0.000,_L,South Western,
E_BRNLW-1,BRNLW-1,Brownieleys,WIND,E,ENGIE Power Limited,7.500,-0.080,_P,North Scotland,
E_BROAB-1,BROAB-1,Broadditch Battery,,E,Tesla Motors Limited,11.000,-11.000,_J,South Eastern,
T_BROCW-1,BROCW-1,Broken Cross WF,WIND,T,Smartestenergy Limited,48.000,-1.000,,,
E_BROFB-1,BROFB-1,Brook Farm BESS,,E,EDF Energy Customers Limited,52.000,-52.803,_A,Eastern,
E_BROUD-1,BROUD-1,E_BROUD-1,,E,Npower Commercial Gas Limited,0.000,-110.000,_M,Yorkshire,
E_BROXB-1,BROXB-1,BroxburnBattery,OTHER,E,ENGIE Power Limited,50.000,-50.000,_N,South Scotland,
E_BRYBW-1,BRYBW-1,Berry Burn Wind Farm,WIND,E,Statkraft Markets Gmbh,62.708,0.000,_P,North Scotland,
E_BSPHM-1,BSPHM-1,Bispham,,E,Conrad Energy (Trading) Ltd,20.000,0.000,_G,North Western,
E_BTNHL-1,BTNHL-1,Barton Hill,,E,Conrad Energy (Trading) Ltd,20.920,-1.000,_L,South Western,
,BTUIW-1,,WIND,,,,,,,
E_BTUIW-2,BTUIW-2,Beinn An Tuirc 2,WIND,E,SP Renewables (UK) Limited,43.700,-2.334,_P,North Scotland,
E_BTUIW-3,BTUIW-3,Beinn an Tuirc III Windfarm,WIND,E,SP Renewables (UK) Limited,52.000,-1.000,_P,North Scotland,
E_BURBO,BURBW-1,Burbo Offshore Wind,WIND,E,Orsted Burbo (UK) Limited,90.000,-2.000,_D,Merseyside North Wales,
